completed_at,pair,interval,variant,family,candles_loaded,total_return_pct,final_equity,trade_count,win_rate_pct,profit_factor,max_drawdown_pct,fees_paid,accepted_reports,rejected_reports,enter_long,enter_short,exit_long,exit_short,hold,error
2026-05-17T04:46:15.068381+05:30,B-SOL_USDT,1m,adaptive_default,adaptive_hybrid,120,-0.6284131175702590643087570500,993.7158688242974093569124295,3,33.33333333333333333333333333,0.03290529808758448953954319356,0.8662174672334077141268343900,8.960792854449881216355658476,6,117,2,1,2,1,117,
2026-05-17T04:46:15.459154+05:30,B-SOL_USDT,5m,adaptive_default,adaptive_hybrid,120,-0.9498157607489415450152250100,990.5018423925105845498477499,1,0,0E+27,0.9498157607489415450152250100,3.002470878764362526461845202,2,119,0,1,0,1,119,
