completed_at,pair,interval,variant,family,candles_loaded,total_return_pct,rank_score,rank_grade,final_equity,trade_count,win_rate_pct,profit_factor,max_drawdown_pct,fees_paid,maker_fee_rate,taker_fee_rate,fee_gst_rate,maker_fee_effective_rate,taker_fee_effective_rate,entry_fee_type,exit_fee_type,leverage,risk_per_trade_pct,compound_risk_equity,stop_loss_pct,take_profit_pct,stop_slippage_pct,funding_fee_rate,funding_interval_hours,funding_paid,ambiguous_exit_count,gap_exit_count,trailing_stop_enabled,trailing_profile,trailing_stop_activation_pct,trailing_stop_distance_pct,atr_dynamic_exits_enabled,atr_period,atr_stop_multiple,atr_take_profit_multiple,atr_take_profit_mode,accepted_reports,rejected_reports,enter_long,enter_short,exit_long,exit_short,hold,error
2026-05-18T05:12:34.726666+05:30,B-KAITO_USDT,15m,adaptive_default,adaptive_hybrid,1000,1.895817643079624100671368200,-5.439724837264137050863349910,B,1018.958176430796241006713682,23,43.47826086956521739130434783,1.158980142831102922353976760,8.642802212804773596994137303,17.57668149115966646473275953,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,False,14,1.5,3,fixed,46,977,9,14,9,14,977,
2026-05-18T05:12:58.713768+05:30,B-KAITO_USDT,30m,adaptive_default,adaptive_hybrid,1000,-1.444537092571107740501870760,-6.474821697011555522820480232,reject,985.5546290742889225949812924,25,36.00,0.9159513975030335285036718050,6.489749919557211871460762466,16.49095079064956630442246563,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,False,14,1.5,3,fixed,50,975,12,13,12,13,975,
2026-05-18T05:13:22.744789+05:30,B-KAITO_USDT,1h,adaptive_default,adaptive_hybrid,1000,-1.368527877723453409317838820,-5.197113293883995372830324949,reject,986.3147212227654659068216118,25,40.0,0.9142145996497692315194385674,5.525611692368064341241090611,12.19883810224064129977092737,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,False,14,1.5,3,fixed,50,974,11,14,11,14,974,
2026-05-18T05:13:46.798147+05:30,B-KAITO_USDT,4h,adaptive_default,adaptive_hybrid,1000,-6.251698673746232425219819670,-14.60294900771416646414521261,reject,937.4830132625376757478018033,28,28.57142857142857142857142857,0.6939554671350446327284536971,8.911329014590418643505840267,6.918751864342756363093304205,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,False,14,1.5,3,fixed,56,972,12,16,12,16,972,
2026-05-18T05:14:11.249411+05:30,B-SKY_USDT,5m,adaptive_default,adaptive_hybrid,1000,0.014478592817900008592792700,1.027729693884282866542368476,watchlist,1000.144785928179000085927927,23,43.47826086956521739130434783,1.003292688898693881353318541,1.714667421384803923805649045,18.99930828210873198061103657,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,False,14,1.5,3,fixed,46,977,13,10,13,10,977,
2026-05-18T05:14:35.489222+05:30,B-SKY_USDT,15m,adaptive_default,adaptive_hybrid,1000,-2.049876411273100552156789800,-5.395471011953161967544156123,reject,979.5012358872689944784321020,34,44.11764705882352941176470588,0.8375914139435879172870028887,5.376621942853789799969097680,28.10624284113227307225801298,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,False,14,1.5,3,fixed,68,965,19,15,19,15,965,
2026-05-18T05:14:59.551726+05:30,B-SKY_USDT,30m,adaptive_default,adaptive_hybrid,1000,1.474144581293567327680683700,-1.391311661176561979458580488,B,1014.741445812935673276806837,24,41.66666666666666666666666667,1.113735734684947802867184829,5.034342169472019930298907077,19.45110427202405761402908349,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,False,14,1.5,3,fixed,48,976,12,12,12,12,976,
2026-05-18T05:15:23.728334+05:30,B-SKY_USDT,1h,adaptive_default,adaptive_hybrid,1000,-11.09781915233134319041064021,-23.00339698445944535011147748,reject,889.0218084766865680958935979,37,32.43243243243243243243243243,0.5883824673037916575820221261,11.94587421338854837989190522,24.19755368083489148934923622,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,False,14,1.5,3,fixed,74,963,22,15,22,15,963,
2026-05-18T05:15:48.041070+05:30,B-SKY_USDT,4h,adaptive_default,adaptive_hybrid,1000,0.782249682792043781208719700,-2.505046211471687635005545174,watchlist,1007.822496827920437812087197,43,37.20930232558139534883720930,1.027918380610790852278856336,5.994506124388250496617582037,11.71244149736440261764454786,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,False,14,1.5,3,fixed,86,957,24,19,24,19,957,
2026-05-18T05:16:12.364110+05:30,B-PIXEL_USDT,5m,adaptive_default,adaptive_hybrid,1000,-2.734669485410876935139891520,-4.907115228318737630320928067,reject,972.6533051458912306486010848,27,40.74074074074074074074074074,0.6659130942932646561949684085,3.883417545195512006056778691,22.26837321072259569346229953,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,False,14,1.5,3,fixed,54,973,13,14,13,14,973,
2026-05-18T05:16:36.771376+05:30,B-PIXEL_USDT,15m,adaptive_default,adaptive_hybrid,1000,-13.48641029715656339263171196,-30.59011546338276718705109430,reject,865.1358970284343660736828804,29,20.68965517241379310344827586,0.3448712568084757948859378311,15.39475814387452430735300640,23.14817454191349700169569465,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,False,14,1.5,3,fixed,58,971,13,16,13,16,971,
2026-05-18T05:17:01.181340+05:30,B-PIXEL_USDT,30m,adaptive_default,adaptive_hybrid,1000,-8.168742565348891127864002520,-15.66906706994797810901187234,reject,918.3125743465110887213599748,30,33.33333333333333333333333333,0.6077584814053896393397510805,8.172673173927893007861897580,21.56603404947113865070857787,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,False,14,1.5,3,fixed,60,970,16,14,16,14,970,
2026-05-18T05:17:25.568840+05:30,B-PIXEL_USDT,1h,adaptive_default,adaptive_hybrid,1000,-7.739790034063505200631883290,-16.63386252422243894325177942,reject,922.6020996593649479936811671,37,32.43243243243243243243243243,0.7090052071508030249551113368,9.729666323568431834024095040,15.48895449646689081296278337,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,False,14,1.5,3,fixed,74,963,15,22,15,22,963,
2026-05-18T05:17:49.778119+05:30,B-PIXEL_USDT,4h,adaptive_default,adaptive_hybrid,1000,-3.070781247996928857216961140,-12.13412645431599063893481936,reject,969.2921875200307114278303886,23,30.43478260869565217391304348,0.8121962192095167232559621337,9.470190115790476182583825991,4.050660909782715460216395478,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,False,14,1.5,3,fixed,46,977,16,7,16,7,977,
2026-05-18T05:18:13.994928+05:30,B-ALICE_USDT,5m,adaptive_default,adaptive_hybrid,1000,-7.594301944400509711809405010,-15.69720467472937276025081895,reject,924.0569805559949028819059499,29,20.68965517241379310344827586,0.3221870145829320706170190371,8.157821407595781751740361610,23.93788893969156787389374023,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,False,14,1.5,3,fixed,58,971,17,12,17,12,971,
2026-05-18T05:18:38.084198+05:30,B-ALICE_USDT,15m,adaptive_default,adaptive_hybrid,1000,2.677014768193880309197680600,0.687519617435731822649239816,B,1026.770147681938803091976806,27,44.44444444444444444444444444,1.203380292881748112594896944,4.597004589217315769390587738,22.07239553051788054407632893,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,False,14,1.5,3,fixed,54,973,14,13,14,13,973,
2026-05-18T05:19:02.215384+05:30,B-ALICE_USDT,30m,adaptive_default,adaptive_hybrid,1000,6.117904666741658555379972900,1.439353764860029803383331873,B,1061.179046667416585553799729,34,47.05882352941176470588235294,1.313608144097207718962075312,7.204613752060835351936633321,22.87641883944721936198666176,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,False,14,1.5,3,fixed,68,966,21,13,21,13,966,
2026-05-18T05:19:26.128590+05:30,B-ALICE_USDT,1h,adaptive_default,adaptive_hybrid,1000,3.165932165287620300999619900,0.592329407544309378441414448,B,1031.659321652876203009996199,23,43.47826086956521739130434783,1.230420327164971691942791806,4.947554729658603445155031251,9.029899590398461326143020392,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,False,14,1.5,3,fixed,46,977,18,5,18,5,977,
2026-05-18T05:19:50.144891+05:30,B-ALICE_USDT,4h,adaptive_default,adaptive_hybrid,1000,-3.349624309717786775798526860,-15.40067715146531752564773080,reject,966.5037569028221322420147314,33,33.33333333333333333333333333,0.8443567558880592380039676351,12.31181308281891938068571137,6.016032756777842087662310902,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,False,14,1.5,3,fixed,66,967,23,10,23,10,967,
2026-05-18T05:20:08.246185+05:30,B-ZEC_USDT,5m,hybrid_meta,hybrid_meta,1000,-2.876569200656344565791322730,-6.416700587667148227193821212,reject,971.2343079934365543420867727,6,33.33333333333333333333333333,0.06509970118966190099234115016,3.176264631512101970709744626,4.533752809799085027227895654,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,True,14,1.5,3,fixed,12,994,6,0,6,0,994,
2026-05-18T05:20:26.325716+05:30,B-ZEC_USDT,15m,hybrid_meta,hybrid_meta,1000,-3.576602124708191619349295940,-9.86578673193241065696676598,reject,964.2339787529180838065070406,14,14.28571428571428571428571429,0.5166829410175534248542988105,6.418040391407460709860854125,7.045576439119242022238960141,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,1,False,off,0,0,True,14,1.5,3,fixed,28,986,14,0,14,0,986,
2026-05-18T05:20:44.430858+05:30,B-ZEC_USDT,30m,hybrid_meta,hybrid_meta,1000,-2.778431012534437243265786080,-6.866942220852262742373575441,reject,972.2156898746556275673421392,30,30.0,0.8053033632267259270441223199,5.759294347817021882556827201,11.04100621483862961173565589,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,True,14,1.5,3,fixed,60,970,30,0,30,0,970,
2026-05-18T05:21:02.532075+05:30,B-ZEC_USDT,1h,hybrid_meta,hybrid_meta,1000,5.899166672106147932805091900,7.763931755718885664086382026,A,1058.991666721061479328050919,34,38.23529411764705882352941176,1.620430849076425874194339535,2.460877291632091213685911155,10.36498514784729217518691032,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,2,False,off,0,0,True,14,1.5,3,fixed,68,966,34,0,34,0,966,
2026-05-18T05:21:20.353858+05:30,B-ZEC_USDT,4h,hybrid_meta,hybrid_meta,1000,-2.242213289099688729878779740,-7.181906476111612206982343669,reject,977.5778671090031127012122026,42,38.09523809523809523809523810,0.8578165855006393079603934554,7.004261086410561674419480671,6.593738922303126681235644229,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,True,14,1.5,3,fixed,84,958,42,0,42,0,958,
2026-05-18T05:21:38.456920+05:30,B-BNB_USDT,5m,hybrid_meta,hybrid_meta,1000,0,-999999,too_few_trades,1000,0,,,0,0,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,True,14,1.5,3,fixed,0,1000,0,0,0,0,1000,
2026-05-18T05:21:56.626790+05:30,B-BNB_USDT,15m,hybrid_meta,hybrid_meta,1000,0,-999999,too_few_trades,1000,0,,,0,0,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,True,14,1.5,3,fixed,0,1000,0,0,0,0,1000,
2026-05-18T05:22:14.789558+05:30,B-BNB_USDT,30m,hybrid_meta,hybrid_meta,1000,-1.045359568344891627012448190,-2.267034472968493597348270068,too_few_trades,989.5464043165510837298755181,2,0,0E+26,1.057339923698881576268657502,1.641619242301843226904500211,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,True,14,1.5,3,fixed,4,998,2,0,2,0,998,
2026-05-18T05:22:33.003300+05:30,B-BNB_USDT,1h,hybrid_meta,hybrid_meta,1000,-1.014811982194345411741023020,-2.137451589531106349947038972,reject,989.8518801780565458825897698,5,20.0,0.6098011426816471230284961451,2.073793514160044147410406594,3.944824208310716684914827712,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,True,14,1.5,3,fixed,10,995,5,0,5,0,995,
2026-05-18T05:22:51.004390+05:30,B-BNB_USDT,4h,hybrid_meta,hybrid_meta,1000,-4.557675973496455427305779170,-11.23487026069394882440667275,reject,954.4232402650354457269422083,12,16.66666666666666666666666667,0.06486422157707501338095459728,5.925538184281314739090242220,5.386083654394543693758213248,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,2,False,off,0,0,True,14,1.5,3,fixed,24,988,12,0,12,0,988,
2026-05-18T05:23:08.655288+05:30,B-AIGENSYN_USDT,5m,hybrid_meta,hybrid_meta,1000,-4.707710189853214955268769710,-11.21324825315997926009568963,reject,952.9228981014678504473123029,19,31.57894736842105263157894737,0.5070451233170029110663022139,6.775702647952616101567619482,6.620408158657105724141157544,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,True,14,1.5,3,fixed,38,981,19,0,19,0,981,
2026-05-18T05:23:22.910513+05:30,B-AIGENSYN_USDT,15m,hybrid_meta,hybrid_meta,903,-2.767556723597301452678354200,-5.561649429388266881618631526,reject,972.3244327640269854732164580,20,35.00,0.6077711527137841484430791291,4.007708008974826980661148467,5.120588963904903814679858828,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,True,14,1.5,3,fixed,40,883,20,0,20,0,883,
2026-05-18T05:23:26.427921+05:30,B-AIGENSYN_USDT,30m,hybrid_meta,hybrid_meta,452,-1.651320331510806656095603310,-5.601733466987310519955237112,reject,983.4867966848919334390439669,13,30.76923076923076923076923077,0.6504884780556092609410410121,4.721112073270177908593372661,2.464746281442741458189367668,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,1,1,False,off,0,0,True,14,1.5,3,fixed,26,439,13,0,13,0,439,
2026-05-18T05:23:27.267744+05:30,B-AIGENSYN_USDT,1h,hybrid_meta,hybrid_meta,226,-2.621714285224981592575123440,-5.215286464992838359324400087,reject,973.7828571477501840742487656,11,18.18181818181818181818181818,0.4380360378395983620653752669,3.215715404357642792704021745,1.390018798333057112300063809,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,1,False,off,0,0,True,14,1.5,3,fixed,22,215,11,0,11,0,215,
2026-05-18T05:23:27.314889+05:30,B-AIGENSYN_USDT,4h,hybrid_meta,hybrid_meta,57,-0.6491362073832907148429217100,-1.136572727664844424852907126,too_few_trades,993.5086379261670928515707829,2,50.0,0.3554201251053158254761304982,1.038621416393748288769797130,0.1343019277314441368231524218,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,True,14,1.5,3,fixed,4,55,2,0,2,0,55,
2026-05-18T05:23:44.805032+05:30,B-RAVE_USDT,5m,hybrid_meta,hybrid_meta,1000,2.454523463119305231442568500,4.387626634989643222966051530,A,1024.545234631193052314425685,8,37.500,1.815220696184965231242182944,1.677870576399673976768706286,6.193607271624182168344834608,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,1,False,off,0,0,True,14,1.5,3,fixed,16,992,8,0,8,0,992,
2026-05-18T05:24:02.264239+05:30,B-RAVE_USDT,15m,hybrid_meta,hybrid_meta,1000,0.206655363680574339999336300,-1.280594881245499859586861579,watchlist,1002.066553636805743399993363,13,30.76923076923076923076923077,1.035759517824568361537592835,3.367015424460168738129106839,4.396488123952847568671512276,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,True,14,1.5,3,fixed,26,987,13,0,13,0,987,
2026-05-18T05:24:19.761780+05:30,B-RAVE_USDT,30m,hybrid_meta,hybrid_meta,1000,-3.243393070136831997212127670,-7.310385526305723578298957517,reject,967.5660692986316800278787233,9,22.22222222222222222222222222,0.4400884767343172845857303714,4.317735527710020920206632472,1.745733615710381816488176472,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,1,False,off,0,0,True,14,1.5,3,fixed,18,991,9,0,9,0,991,
2026-05-18T05:24:37.685766+05:30,B-RAVE_USDT,1h,hybrid_meta,hybrid_meta,1000,15.56431820153763361970083960,17.42950280445671973449324115,A,1155.643182015376336197008396,47,46.80851063829787234042553191,2.317567331867179792026187051,4.095960048652218775407978040,5.057017684607854672613076670,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,3,1,False,off,0,0,True,14,1.5,3,fixed,94,953,47,0,47,0,953,
2026-05-18T05:24:45.859183+05:30,B-RAVE_USDT,4h,hybrid_meta,hybrid_meta,688,3.844763439206216488247540100,1.049058095532850263731066187,B,1038.447634392062164882475401,29,34.48275862068965517241379310,1.349780931095198953913546066,5.556213764691011305874852836,2.947221435623910784643600211,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,1,0,False,off,0,0,True,14,1.5,3,fixed,58,659,29,0,29,0,659,
2026-05-18T05:25:03.267801+05:30,B-BSB_USDT,5m,hybrid_meta,hybrid_meta,1000,3.538312499441907220289969100,4.057169585816635615312434896,A,1035.383124994419072202899691,17,47.05882352941176470588235294,1.608545604713459677609481101,2.838587298441752768157197125,6.429037621569044989143305368,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,True,14,1.5,3,fixed,34,983,17,0,17,0,983,
2026-05-18T05:25:20.750691+05:30,B-BSB_USDT,15m,hybrid_meta,hybrid_meta,1000,-2.919078402463942681185065010,-8.99056975831111051403982930,reject,970.8092159753605731881493499,33,36.36363636363636363636363636,0.7767716616602721596610640080,7.420027743334169721741513845,6.967656067332881138052459070,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,1,0,False,off,0,0,True,14,1.5,3,fixed,66,967,33,0,33,0,967,
2026-05-18T05:25:38.418758+05:30,B-BSB_USDT,30m,hybrid_meta,hybrid_meta,1000,10.59520703034979125284650540,14.91495455678601352677541261,A,1105.952070303497912528465054,32,46.87500,2.717351075103429860073948203,2.171963699016509956975191356,4.317240481347402736006037945,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,1,False,off,0,0,True,14,1.5,3,fixed,64,968,32,0,32,0,968,
2026-05-18T05:25:55.919571+05:30,B-BSB_USDT,1h,hybrid_meta,hybrid_meta,1000,7.799786044406831335618678500,7.654197876165230970761005705,B,1077.997860444068313356186785,64,42.187500,1.297461844014480083790974547,4.192409485016448425951697511,6.560593557238559054722436445,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,2,1,False,off,0,0,True,14,1.5,3,fixed,128,936,64,0,64,0,936,
2026-05-18T05:25:57.203330+05:30,B-BSB_USDT,4h,hybrid_meta,hybrid_meta,280,0.622940228533645588544098800,-0.434574129377239776909490558,watchlist,1006.229402285336455885440988,20,40.0,1.072420353450176603795295824,3.361884051848990858435344805,1.032796814580114776690657671,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,1,0,False,off,0,0,True,14,1.5,3,fixed,40,260,20,0,20,0,260,
2026-05-18T05:26:14.614744+05:30,B-SAGA_USDT,5m,hybrid_meta,hybrid_meta,1000,-3.572703856442759764700283750,-9.151559875293358315248567452,reject,964.2729614355724023529971625,8,25.00,0.3799067592747091053285733991,5.390935629920013408964344403,3.554958237683231223810316412,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,1,0,False,off,0,0,True,14,1.5,3,fixed,16,992,8,0,8,0,992,
2026-05-18T05:26:32.130801+05:30,B-SAGA_USDT,15m,hybrid_meta,hybrid_meta,1000,2.329465204357667330538659400,0.637690037113104814573592468,B,1023.294652043576673305386594,34,47.05882352941176470588235294,1.168035662317632853527064604,4.582277193503862578415356912,7.759592592580075681902500566,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,1,False,off,0,0,True,14,1.5,3,fixed,68,966,34,0,34,0,966,
2026-05-18T05:26:49.697454+05:30,B-SAGA_USDT,30m,hybrid_meta,hybrid_meta,1000,7.061631853599711549135862500,7.854628405854210544070178758,A,1070.616318535997115491358625,30,40.0,1.706656352397422829623015743,3.296252922032277331449372182,8.066437897239342710339001602,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,1,False,off,0,0,True,14,1.5,3,fixed,60,970,30,0,30,0,970,
2026-05-18T05:27:07.350570+05:30,B-SAGA_USDT,1h,hybrid_meta,hybrid_meta,1000,6.766702619102576952981658300,7.107188728401473424239188532,A,1067.667026191025769529816583,27,44.44444444444444444444444444,1.905813885670136357980921275,3.856913329633100995763449854,5.799362789531869807208845002,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,4,False,off,0,0,True,14,1.5,3,fixed,54,973,27,0,27,0,973,
2026-05-18T05:27:24.852414+05:30,B-SAGA_USDT,4h,hybrid_meta,hybrid_meta,1000,-1.484094220641939842825415850,-7.384080619358778083520739547,reject,985.1590577935806015717458415,25,36.00,0.8370434061882691458456760965,7.059258568874701225909340714,3.543908851726447158750993133,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,1,3,False,off,0,0,True,14,1.5,3,fixed,50,975,25,0,25,0,975,
2026-05-18T05:27:42.410385+05:30,B-SAHARA_USDT,5m,hybrid_meta,hybrid_meta,1000,-3.124873434540359917780024050,-6.425305342520210635412007477,reject,968.7512656545964008221997595,6,16.66666666666666666666666667,0.1631573911594893719385133934,3.141397352239063569207208171,3.791648683448766648807894515,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,True,14,1.5,3,fixed,12,994,6,0,6,0,994,
2026-05-18T05:28:00.026927+05:30,B-SAHARA_USDT,15m,hybrid_meta,hybrid_meta,1000,2.39666165937345887411154800,-2.566019283246920443636616440,B,1023.966616593734588741115480,40,37.500,1.156405084965207543447503352,7.420392890040635523714536915,11.98924084356018791822901324,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,1,2,False,off,0,0,True,14,1.5,3,fixed,80,960,40,0,40,0,960,
2026-05-18T05:28:17.626701+05:30,B-SAHARA_USDT,30m,hybrid_meta,hybrid_meta,1000,1.770374718524000604240670200,0.590972380535568101235177541,B,1017.703747185240006042406702,38,34.21052631578947368421052632,1.113254187893431723975533583,4.244728571020236760765247860,11.76823015494869533381196903,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,1,False,off,0,0,True,14,1.5,3,fixed,76,962,38,0,38,0,962,
2026-05-18T05:28:35.167169+05:30,B-SAHARA_USDT,1h,hybrid_meta,hybrid_meta,1000,9.336829617390563070789459700,10.78899734588600621087112679,A,1093.368296173905630707894597,32,46.87500,1.971227775481573245928023923,3.272230257974162681419504608,8.752760744795429625596759901,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,3,0,False,off,0,0,True,14,1.5,3,fixed,64,968,32,0,32,0,968,
2026-05-18T05:28:52.814443+05:30,B-SAHARA_USDT,4h,hybrid_meta,hybrid_meta,1000,6.405171210741343340293880800,6.206390538091758975238778453,A,1064.051712107413433402938808,31,48.38709677419354838709677419,1.630537007518507199618402482,4.007883750149279011433525849,4.996816985712160100166832328,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,1,2,False,off,0,0,True,14,1.5,3,fixed,62,969,31,0,31,0,969,
2026-05-18T05:29:10.390996+05:30,B-STABLE_USDT,5m,hybrid_meta,hybrid_meta,1000,-0.8399722255501822656239761200,-3.017555939284076998472380954,reject,991.6002777444981773437602388,9,33.33333333333333333333333333,0.7615766408625448740491008457,3.320589596367187584757285220,3.397461913938653730333715432,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,True,14,1.5,3,fixed,18,991,9,0,9,0,991,
2026-05-18T05:29:27.923766+05:30,B-STABLE_USDT,15m,hybrid_meta,hybrid_meta,1000,-4.458722921989624257844682970,-9.32288728813229321533589863,reject,955.4127707801037574215531703,17,29.41176470588235294117647059,0.4983378076775814680873798800,5.368671985198265514932780335,7.445380089176883578189848381,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,5,False,off,0,0,True,14,1.5,3,fixed,34,983,17,0,17,0,983,
2026-05-18T05:29:45.496127+05:30,B-STABLE_USDT,30m,hybrid_meta,hybrid_meta,1000,-0.6199103881243940869412322800,-3.599337686120348805861661930,reject,993.8008961187560591305876772,17,29.41176470588235294117647059,0.9121804885151640539730599580,4.523030620021026261493239653,6.668207885561475345340797799,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,1,2,False,off,0,0,True,14,1.5,3,fixed,34,983,17,0,17,0,983,
2026-05-18T05:30:03.276323+05:30,B-STABLE_USDT,1h,hybrid_meta,hybrid_meta,1000,0.569034377757293596873970700,-0.296121008947861266202875045,watchlist,1005.690343777572935968739707,23,39.13043478260869565217391304,1.057529851381440090166791190,3.304172071574428034728342500,6.165894371999839937784849487,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,1,False,off,0,0,True,14,1.5,3,fixed,46,977,23,0,23,0,977,
2026-05-18T05:30:15.841079+05:30,B-STABLE_USDT,4h,hybrid_meta,hybrid_meta,843,2.21034257005416154942882400,-2.427028048584226443335811770,B,1022.103425700541615494288240,36,38.88888888888888888888888889,1.170838770924366204956027973,7.023238528389696322141353373,4.324356950367638059596792169,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,1,1,False,off,0,0,True,14,1.5,3,fixed,72,807,36,0,36,0,807,
2026-05-18T05:30:33.456253+05:30,B-CHIP_USDT,5m,hybrid_meta,hybrid_meta,1000,0,-999999,too_few_trades,1000,0,,,0,0,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,,,0,8,0,0,0,False,off,0,0,True,14,1.5,3,fixed,0,1000,0,0,0,0,1000,
