completed_at,pair,interval,variant,family,candles_loaded,total_return_pct,rank_score,rank_grade,final_equity,trade_count,win_rate_pct,profit_factor,max_drawdown_pct,fees_paid,maker_fee_rate,taker_fee_rate,fee_gst_rate,maker_fee_effective_rate,taker_fee_effective_rate,entry_fee_type,exit_fee_type,leverage,risk_per_trade_pct,compound_risk_equity,stop_loss_pct,take_profit_pct,stop_slippage_pct,funding_fee_rate,funding_interval_hours,funding_paid,ambiguous_exit_count,gap_exit_count,trailing_stop_enabled,trailing_profile,trailing_stop_activation_pct,trailing_stop_distance_pct,atr_dynamic_exits_enabled,atr_period,atr_stop_multiple,atr_take_profit_multiple,atr_take_profit_mode,accepted_reports,rejected_reports,enter_long,enter_short,exit_long,exit_short,hold,error
2026-05-18T04:19:01.449082+05:30,B-KITE_USDT,5m,hybrid_meta,hybrid_meta,120,0,-999999,too_few_trades,1000,0,,,0,0,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,4,,0,8,0,0,0,False,off,0,0,False,14,1.5,3,fixed,0,120,0,0,0,0,120,
2026-05-18T04:19:01.665831+05:30,B-KITE_USDT,5m,hybrid_meta,hybrid_meta,120,0,-999999,too_few_trades,1000,0,,,0,0,0.0002,0.0005,0.18,0.000236,0.000590,maker,taker,1,1,False,,4,,0,8,0,0,0,False,off,0,0,True,14,1.5,3,fixed,0,120,0,0,0,0,120,
